roll,fname,matricule,departmet,levels,sex,db1,c101,c102,c103,c104,c105,c106
1711,ECN 203,HIMS/01/13/0459,ACCOUNTANCY,200,1,2013/2014,18,31,29.4,3,150,0
1712,ECN 203,HIMS/01/13/0466,ACCOUNTANCY,200,1,2013/2014,19,29,28.8,3,207,0
1713,ECN 203,HIMS/01/13/0467,ACCOUNTANCY,200,1,2013/2014,25,65,54,3,204,0
1714,ECN 203,HIMS/01/13/0469,ACCOUNTANCY,200,1,2013/2014,10,17,16.2,3,63,0
1715,ECN 203,HIMS/01/13/0470,ACCOUNTANCY,200,1,2013/2014,24,58,49.2,3,129,0
1716,ECN 203,HIMS/01/13/0476,ACCOUNTANCY,200,1,2013/2014,23,52,45,3,198,0
1717,ECN 203,HIMS/01/13/0485,ACCOUNTANCY,200,1,2013/2014,12,61,43.8,3,183,0
1718,ECN 203,HIMS/01/13/0486,ACCOUNTANCY,200,1,2013/2014,23,58,48.6,3,171,0
1719,ECN 203,HIMS/01/13/0487,ACCOUNTANCY,200,1,2013/2014,11,64,45,3,213,0
1720,ECN 203,HIMS/01/13/0490,ACCOUNTANCY,200,1,2013/2014,7,34,24.6,3,33,0
1721,ECN 203,HIMS/01/13/0502,ACCOUNTANCY,200,1,2013/2014,8,46,32.4,3,210,0
1722,ECN 203,HIMS/01/13/0004,ACCOUNTANCY,200,1,2013/2014,17,39,33.6,3,198,0
1723,ECN 203,HIMS/01/13/0239,ACCOUNTANCY,200,1,2013/2014,26,53,47.4,3,195,0
1724,ECN 203,HIMS/05/13/0461,ACCOUNTANCY,200,1,2013/2014,,,0,3,0,0
1725,ECN 203,HIMS/01/13/0462,ACCOUNTANCY,200,1,2013/2014,2,48,30,3,168,0
1726,ECN 203,HIMS/01/13/0478,ACCOUNTANCY,200,1,2013/2014,17,45,37.2,3,213,0
1727,ECN 203,HIMS/01/13/0044,ACCOUNTANCY,200,1,2013/2014,19,41,36,3,192,0
1728,ECN 203,HIMS/01/14/0503,ACCOUNTANCY,200,1,2013/2014,18,53,42.6,3,186,0
1729,ECN 203,HIMS/01/14/0408,ACCOUNTANCY,200,1,2013/2014,19,41,36,3,174,0
1730,ECN 203,HIMS/01/14/0025,ACCOUNTANCY,200,1,2013/2014,14,53,40.2,3,156,0
1731,ECN 203,HIMS/01/14/0007,ACCOUNTANCY,200,1,2013/2014,30,51,48.6,3,225,0
1732,ECN 203,HIMS/01/14/0505,ACCOUNTANCY,200,1,2013/2014,,,0,3,0,0
1733,ECN 203,HIMS/01/13/0002,ACCOUNTANCY,200,1,2013/2014,17,25,25.2,3,156,0
1734,ECN 203,HIMS/01/14/0518,ACCOUNTANCY,200,1,2013/2014,18,41,35.4,3,195,0
1735,ECN 203,HIMS/01/14/0509,ACCOUNTANCY,200,1,2013/2014,14,20,20.4,3,195,0
1736,ECN 203,HIMS/01/12/0512,ACCOUNTANCY,200,1,2013/2014,19,37,33.6,3,144,0
1737,ECN 203,HIMS/01/14/0522,ACCOUNTANCY,200,1,2013/2014,,,0,3,0,0
1738,ECN 203,HIMS/01/14/0524,ACCOUNTANCY,200,1,2013/2014,,,0,3,0,0
1739,ECN 203,HIMS/01/14/0525,ACCOUNTANCY,200,1,2013/2014,,,0,3,0,0
1740,,,,200,,,,,0,0,0,0
1741,LAW 201,HIMS/01/13/0108,ACCOUNTANCY,200,1,2013/2014,7,26,,1,46,0
1742,LAW 201,HIMS/01/13/0158,ACCOUNTANCY,200,1,2013/2014,17,,,1,43,0
1743,LAW 201,HIMS/01/13/0391,ACCOUNTANCY,200,1,2013/2014,21,40,,1,54,0
1744,LAW 201,HIMS/01/13/0397,ACCOUNTANCY,200,1,2013/2014,13,63,,1,63,0
1745,LAW 201,HIMS/01/13/0432,ACCOUNTANCY,200,1,2013/2014,10,40,,1,48,0
1746,LAW 201,HIMS/01/13/0074,ACCOUNTANCY,200,1,2013/2014,14,58,,1,39,0
1747,LAW 201,HIMS/01/13/0109,ACCOUNTANCY,200,1,2013/2014,24,33,,1,25,0
1748,LAW 201,HIMS/01/13/0138,ACCOUNTANCY,200,1,2013/2014,16,37,,1,74,0
1749,LAW 201,HIMS/01/13/0001,ACCOUNTANCY,200,1,2013/2014,,,F,1,0,0
1750,LAW 201,HIMS/01/13/0003,ACCOUNTANCY,200,1,2013/2014,23,36,,1,65,0
1751,LAW 201,HIMS/01/13/0005,ACCOUNTANCY,200,1,2013/2014,12,,,1,55,0
1752,LAW 201,HIMS/01/13/0014,ACCOUNTANCY,200,1,2013/2014,18,57,,1,52,0
1753,LAW 201,HIMS/01/13/0015,ACCOUNTANCY,200,1,2013/2014,13,39,,1,52,0
1754,LAW 201,HIMS/01/13/0030,ACCOUNTANCY,200,1,2013/2014,22,65,,1,59,0
1755,LAW 201,HIMS/01/13/0040,ACCOUNTANCY,200,1,2013/2014,17,51,,1,56,0
1756,LAW 201,HIMS/01/13/0051,ACCOUNTANCY,200,1,2013/2014,23,59,,1,80,0
1757,LAW 201,HIMS/01/13/0054,ACCOUNTANCY,200,1,2013/2014,17,30,,1,49,0
1758,LAW 201,HIMS/01/13/0055,ACCOUNTANCY,200,1,2013/2014,7,29,,1,28,0
1759,LAW 201,HIMS/01/13/0065,ACCOUNTANCY,200,1,2013/2014,11,22,,1,58,0
1760,LAW 201,HIMS/01/13/0066,ACCOUNTANCY,200,1,2013/2014,24,65,,1,58,0
1761,LAW 201,HIMS/01/13/0067,ACCOUNTANCY,200,1,2013/2014,17,13,,1,71,0
1762,LAW 201,HIMS/01/13/0068,ACCOUNTANCY,200,1,2013/2014,20,21,,1,32,0
1763,LAW 201,HIMS/01/13/0069,ACCOUNTANCY,200,1,2013/2014,22,45,13.4,1,62,0
1764,LAW 201,HIMS/01/13/0071,ACCOUNTANCY,200,1,2013/2014,,,0,1,0,0
1765,LAW 201,HIMS/01/13/0077,ACCOUNTANCY,200,1,2013/2014,14,40,10.8,1,53,0
1766,LAW 201,HIMS/01/13/0085,ACCOUNTANCY,200,1,2013/2014,,,0,1,0,0
1767,LAW 201,HIMS/01/13/0097,ACCOUNTANCY,200,1,2013/2014,15,49,12.8,1,70,0
1768,LAW 201,HIMS/01/13/0098,ACCOUNTANCY,200,1,2013/2014,16,40,11.2,1,56,0
1769,LAW 201,HIMS/01/13/0100,ACCOUNTANCY,200,1,2013/2014,15,56,14.2,1,60,0
1770,LAW 201,HIMS/01/13/0104,ACCOUNTANCY,200,1,2013/2014,14,24,7.6,1,25,0
1771,LAW 201,HIMS/01/13/0115,ACCOUNTANCY,200,1,2013/2014,12,45,11.4,1,53,0
1772,LAW 201,HIMS/01/13/0117,ACCOUNTANCY,200,1,2013/2014,24,51,15,1,46,0
1773,LAW 201,HIMS/01/13/0122,ACCOUNTANCY,200,1,2013/2014,15,24,7.8,1,74,0
1774,LAW 201,HIMS/01/13/0129,ACCOUNTANCY,200,1,2013/2014,24,44,13.6,1,59,0
1775,LAW 201,HIMS/01/13/0136,ACCOUNTANCY,200,1,2013/2014,17,36,10.6,1,47,0
1776,LAW 201,HIMS/01/13/0146,ACCOUNTANCY,200,1,2013/2014,16,40,11.2,1,56,0
1777,LAW 201,HIMS/01/13/0147,ACCOUNTANCY,200,1,2013/2014,20,50,14,1,65,0
1778,LAW 201,HIMS/01/13/0148,ACCOUNTANCY,200,1,2013/2014,17,45,12.4,1,41,0
1779,LAW 201,HIMS/01/13/0149,ACCOUNTANCY,200,1,2013/2014,26,54,16,1,67,0
1780,LAW 201,HIMS/01/13/0151,ACCOUNTANCY,200,1,2013/2014,17,54,14.2,1,57,0
1781,LAW 201,HIMS/01/13/0153,ACCOUNTANCY,200,1,2013/2014,16,46,12.4,1,67,0
1782,LAW 201,HIMS/01/13/0156,ACCOUNTANCY,200,1,2013/2014,20,39,11.8,1,61,0
1783,LAW 201,HIMS/01/13/0160,ACCOUNTANCY,200,1,2013/2014,12,24,7.2,1,30,0
1784,LAW 201,HIMS/01/13/0161,ACCOUNTANCY,200,1,2013/2014,18,20,7.6,1,61,0
1785,LAW 201,HIMS/01/13/0174,ACCOUNTANCY,200,1,2013/2014,19,55,14.8,1,66,0
1786,LAW 201,HIMS/01/13/0183,ACCOUNTANCY,200,1,2013/2014,20,46,13.2,1,64,0
1787,LAW 201,HIMS/01/13/0208,ACCOUNTANCY,200,1,2013/2014,13,36,9.8,1,61,0
1788,LAW 201,HIMS/01/13/0209,ACCOUNTANCY,200,1,2013/2014,18,39,11.4,1,72,0
1789,LAW 201,HIMS/01/13/0213,ACCOUNTANCY,200,1,2013/2014,26,48,14.8,1,70,0
1790,LAW 201,HIMS/01/13/0215,ACCOUNTANCY,200,1,2013/2014,18,47,,1,73,0
1791,LAW 201,HIMS/01/13/0221,ACCOUNTANCY,200,1,2013/2014,14,33,9.4,1,40,0
1792,LAW 201,HIMS/01/13/0225,ACCOUNTANCY,200,1,2013/2014,18,51,13.8,1,66,0
1793,LAW 201,HIMS/01/13/0226,ACCOUNTANCY,200,1,2013/2014,,,0,1,0,0
1794,LAW 201,HIMS/01/13/0227,ACCOUNTANCY,200,1,2013/2014,14,34,9.6,1,43,0
1795,LAW 201,HIMS/01/13/0232,ACCOUNTANCY,200,1,2013/2014,15,32,9.4,1,54,0
1796,LAW 201,HIMS/01/13/0235,ACCOUNTANCY,200,1,2013/2014,23,65,17.6,1,52,0
1797,LAW 201,HIMS/01/13/0241,ACCOUNTANCY,200,1,2013/2014,,,0,1,0,0
1798,LAW 201,HIMS/01/13/0244,ACCOUNTANCY,200,1,2013/2014,15,31,9.2,1,50,0
1799,LAW 201,HIMS/01/13/0249,ACCOUNTANCY,200,1,2013/2014,14,38,10.4,1,58,0
1800,LAW 201,HIMS/01/13/0253,ACCOUNTANCY,200,1,2013/2014,18,39,11.4,1,51,0
1801,LAW 201,HIMS/01/13/0258,ACCOUNTANCY,200,1,2013/2014,16,51,13.4,1,41,0
1802,LAW 201,HIMS/01/13/0260,ACCOUNTANCY,200,1,2013/2014,10,28,7.6,1,56,0
1803,LAW 201,HIMS/01/13/0261,ACCOUNTANCY,200,1,2013/2014,14,36,10,1,57,0
1804,LAW 201,HIMS/01/13/0279,ACCOUNTANCY,200,1,2013/2014,10,22,6.4,1,38,0
1805,LAW 201,HIMS/01/13/0281,ACCOUNTANCY,200,1,2013/2014,14,27,8.2,1,53,0
1806,LAW 201,HIMS/01/13/0282,ACCOUNTANCY,200,1,2013/2014,25,55,16,1,65,0
1807,LAW 201,HIMS/01/13/0284,ACCOUNTANCY,200,1,2013/2014,12,39,10.2,1,42,0
1808,LAW 201,HIMS/01/13/0285,ACCOUNTANCY,200,1,2013/2014,19,18,7.4,1,48,0
1809,LAW 201,HIMS/01/13/0286,ACCOUNTANCY,200,1,2013/2014,17,48,13,1,65,0
1810,LAW 201,HIMS/01/13/0293,ACCOUNTANCY,200,1,2013/2014,18,45,12.6,1,54,0
1811,LAW 201,HIMS/01/13/0294,ACCOUNTANCY,200,1,2013/2014,9,20,5.8,1,33,0
1812,LAW 201,HIMS/01/13/0296,ACCOUNTANCY,200,1,2013/2014,13,46,11.8,1,49,0
1813,LAW 201,HIMS/01/13/0308,ACCOUNTANCY,200,1,2013/2014,13,32,9,1,46,0
1814,LAW 201,HIMS/01/13/0318,ACCOUNTANCY,200,1,2013/2014,21,34,11,1,58,0
1815,LAW 201,HIMS/01/13/0323,ACCOUNTANCY,200,1,2013/2014,19,49,13.6,1,50,0
1816,LAW 201,HIMS/01/13/0332,ACCOUNTANCY,200,1,2013/2014,17,54,14.2,1,53,0
1817,LAW 201,HIMS/01/13/0337,ACCOUNTANCY,200,1,2013/2014,13,40,10.6,1,14,0
1818,LAW 201,HIMS/01/13/0341,ACCOUNTANCY,200,1,2013/2014,19,61,16,1,63,0
1819,LAW 201,HIMS/01/13/0346,ACCOUNTANCY,200,1,2013/2014,18,38,11.2,1,55,0
1820,LAW 201,HIMS/01/13/0352,ACCOUNTANCY,200,1,2013/2014,14,49,12.6,1,48,0
1821,LAW 201,HIMS/01/13/0353,ACCOUNTANCY,200,1,2013/2014,14,19,6.6,1,46,0
1822,LAW 201,HIMS/01/13/0356,ACCOUNTANCY,200,1,2013/2014,14,55,13.8,1,57,0
1823,LAW 201,HIMS/01/13/0366,ACCOUNTANCY,200,1,2013/2014,17,39,11.2,1,60,0
1824,LAW 201,HIMS/01/13/0368,ACCOUNTANCY,200,1,2013/2014,16,40,11.2,1,22,0
1825,LAW 201,HIMS/01/13/0377,ACCOUNTANCY,200,1,2013/2014,21,45,13.2,1,66,0
1826,LAW 201,HIMS/01/13/0384,ACCOUNTANCY,200,1,2013/2014,16,35,10.2,1,48,0
1827,LAW 201,HIMS/01/13/0385,ACCOUNTANCY,200,1,2013/2014,20,58,15.6,1,67,0
1828,LAW 201,HIMS/01/13/0390,ACCOUNTANCY,200,1,2013/2014,11,,2.2,1,0,0
1829,LAW 201,HIMS/01/13/0392,ACCOUNTANCY,200,1,2013/2014,12,40,10.4,1,63,0
1830,LAW 201,HIMS/01/13/0395,ACCOUNTANCY,200,1,2013/2014,18,25,8.6,1,71,0
1831,LAW 201,HIMS/01/13/0406,ACCOUNTANCY,200,1,2013/2014,,,0,1,0,0
1832,LAW 201,HIMS/01/13/0412,ACCOUNTANCY,200,1,2013/2014,17,61,15.6,1,55,0
1833,LAW 201,HIMS/01/13/0414,ACCOUNTANCY,200,1,2013/2014,16,34,10,1,46,0
1834,LAW 201,HIMS/01/13/0417,ACCOUNTANCY,200,1,2013/2014,17,59,15.2,1,47,0
1835,LAW 201,HIMS/01/13/0421,ACCOUNTANCY,200,1,2013/2014,20,40,12,1,47,0
1836,LAW 201,HIMS/01/13/0435,ACCOUNTANCY,200,1,2013/2014,13,37,10,1,59,0
1837,LAW 201,HIMS/01/13/0436,ACCOUNTANCY,200,1,2013/2014,12,46,11.6,1,65,0
1838,LAW 201,HIMS/01/13/0441,ACCOUNTANCY,200,1,2013/2014,21,,4.2,1,21,0
1839,LAW 201,HIMS/01/13/0459,ACCOUNTANCY,200,1,2013/2014,19,37,11.2,1,61,0
1840,LAW 201,HIMS/01/13/0466,ACCOUNTANCY,200,1,2013/2014,20,56,15.2,1,60,0
1841,LAW 201,HIMS/01/13/0467,ACCOUNTANCY,200,1,2013/2014,13,48,12.2,1,46,0
1842,LAW 201,HIMS/01/13/0469,ACCOUNTANCY,200,1,2013/2014,9,34,8.6,1,28,0
1843,LAW 201,HIMS/01/13/0470,ACCOUNTANCY,200,1,2013/2014,22,37,11.8,1,9,0
1844,LAW 201,HIMS/01/13/0476,ACCOUNTANCY,200,1,2013/2014,23,51,14.8,1,64,0
1845,LAW 201,HIMS/01/13/0485,ACCOUNTANCY,200,1,2013/2014,13,43,11.2,1,41,0
1846,LAW 201,HIMS/01/13/0486,ACCOUNTANCY,200,1,2013/2014,17,49,13.2,1,60,0
1847,LAW 201,HIMS/01/13/0487,ACCOUNTANCY,200,1,2013/2014,14,59,14.6,1,64,0
1848,LAW 201,HIMS/01/13/0490,ACCOUNTANCY,200,1,2013/2014,16,64,16,1,56,0
1849,LAW 201,HIMS/01/13/0502,ACCOUNTANCY,200,1,2013/2014,13,45,11.6,1,58,0
1850,LAW 201,HIMS/01/13/0004,ACCOUNTANCY,200,1,2013/2014,21,31,10.4,1,67,0
1851,LAW 201,HIMS/01/13/0239,ACCOUNTANCY,200,1,2013/2014,28,37,13,1,57,0
1852,LAW 201,HIMS/05/13/0461,ACCOUNTANCY,200,1,2013/2014,,,0,1,0,0
1853,LAW 201,HIMS/01/13/0462,ACCOUNTANCY,200,1,2013/2014,24,51,15,1,61,0
1854,LAW 201,HIMS/01/13/0478,ACCOUNTANCY,200,1,2013/2014,24,48,14.4,1,63,0
1855,LAW 201,HIMS/01/13/0044,ACCOUNTANCY,200,1,2013/2014,20,52,14.4,1,66,0
1856,LAW 201,HIMS/01/14/0503,ACCOUNTANCY,200,1,2013/2014,26,63,17.8,1,48,0
1857,LAW 201,HIMS/01/14/0408,ACCOUNTANCY,200,1,2013/2014,16,32,9.6,1,50,0
1858,LAW 201,HIMS/01/14/0025,ACCOUNTANCY,200,1,2013/2014,16,53,13.8,1,58,0
1859,LAW 201,HIMS/01/14/0007,ACCOUNTANCY,200,1,2013/2014,23,56,15.8,1,69,0
1860,LAW 201,HIMS/01/14/0505,ACCOUNTANCY,200,1,2013/2014,,,0,1,0,0
1861,LAW 201,HIMS/01/13/0002,ACCOUNTANCY,200,1,2013/2014,16,30,9.2,1,64,0
1862,LAW 201,HIMS/01/14/0518,ACCOUNTANCY,200,1,2013/2014,,,0,1,59,0
1863,LAW 201,HIMS/01/14/0509,ACCOUNTANCY,200,1,2013/2014,20,48,13.6,1,67,0
1864,LAW 201,HIMS/01/12/0512,ACCOUNTANCY,200,1,2013/2014,10,20,6,1,50,0
1865,LAW 201,HIMS/01/14/0522,ACCOUNTANCY,200,1,2013/2014,,,0,1,0,0
1866,LAW 201,HIMS/01/14/0524,ACCOUNTANCY,200,1,2013/2014,,,0,1,0,0
1867,LAW 201,HIMS/01/14/0525,ACCOUNTANCY,200,1,2013/2014,,,0,1,0,0
1868,,,,200,,,,,0,0,0,0
1869,ENG 101,HIMS/01/13/0108,ACCOUNTANCY,200,1,2013/2014,14,41,,2,128,0
1870,ENG 101,HIMS/01/13/0158,ACCOUNTANCY,200,1,2013/2014,15,,,2,26,0
1871,ENG 101,HIMS/01/13/0391,ACCOUNTANCY,200,1,2013/2014,18,40,,2,172,0
1872,ENG 101,HIMS/01/13/0397,ACCOUNTANCY,200,1,2013/2014,13,63,,2,152,0
1873,ENG 101,HIMS/01/13/0432,ACCOUNTANCY,200,1,2013/2014,11,25,,2,108,0
1874,ENG 101,HIMS/01/13/0074,ACCOUNTANCY,200,1,2013/2014,11,35,,2,132,0
1875,ENG 101,HIMS/01/13/0109,ACCOUNTANCY,200,1,2013/2014,8,27,,2,116,0
1876,ENG 101,HIMS/01/13/0138,ACCOUNTANCY,200,1,2013/2014,10,35,,2,142,0
1877,ENG 101,HIMS/01/13/0001,ACCOUNTANCY,200,1,2013/2014,,,F,2,0,0
1878,ENG 101,HIMS/01/13/0003,ACCOUNTANCY,200,1,2013/2014,22,49,,2,140,0
1879,ENG 101,HIMS/01/13/0005,ACCOUNTANCY,200,1,2013/2014,13,24,,2,126,0
1880,ENG 101,HIMS/01/13/0014,ACCOUNTANCY,200,1,2013/2014,22,33,,2,140,0
1881,ENG 101,HIMS/01/13/0015,ACCOUNTANCY,200,1,2013/2014,16,32,,2,92,0
1882,ENG 101,HIMS/01/13/0030,ACCOUNTANCY,200,1,2013/2014,27,44,,2,142,0
1883,ENG 101,HIMS/01/13/0040,ACCOUNTANCY,200,1,2013/2014,16,36,,2,154,0
1884,ENG 101,HIMS/01/13/0051,ACCOUNTANCY,200,1,2013/2014,25,42,,2,130,0
1885,ENG 101,HIMS/01/13/0054,ACCOUNTANCY,200,1,2013/2014,18,29,,2,132,0
1886,ENG 101,HIMS/01/13/0055,ACCOUNTANCY,200,1,2013/2014,18,25,,2,172,0
1887,ENG 101,HIMS/01/13/0065,ACCOUNTANCY,200,1,2013/2014,18,20,,2,144,0
1888,ENG 101,HIMS/01/13/0066,ACCOUNTANCY,200,1,2013/2014,29,59,,2,122,0
1889,ENG 101,HIMS/01/13/0067,ACCOUNTANCY,200,1,2013/2014,18,46,,2,180,0
1890,ENG 101,HIMS/01/13/0068,ACCOUNTANCY,200,1,2013/2014,14,42,,2,138,0
1891,ENG 101,HIMS/01/13/0069,ACCOUNTANCY,200,1,2013/2014,21,31,20.8,2,162,0
1892,ENG 101,HIMS/01/13/0071,ACCOUNTANCY,200,1,2013/2014,,,0,2,0,0
1893,ENG 101,HIMS/01/13/0077,ACCOUNTANCY,200,1,2013/2014,19,37,22.4,2,106,0
1894,ENG 101,HIMS/01/13/0085,ACCOUNTANCY,200,1,2013/2014,13,,5.2,2,0,0
1895,ENG 101,HIMS/01/13/0097,ACCOUNTANCY,200,1,2013/2014,21,41,24.8,2,150,0
1896,ENG 101,HIMS/01/13/0098,ACCOUNTANCY,200,1,2013/2014,18,34,20.8,2,148,0
1897,ENG 101,HIMS/01/13/0100,ACCOUNTANCY,200,1,2013/2014,22,47,27.6,2,70,0
1898,ENG 101,HIMS/01/13/0104,ACCOUNTANCY,200,1,2013/2014,14,27,16.4,2,96,0
1899,ENG 101,HIMS/01/13/0115,ACCOUNTANCY,200,1,2013/2014,14,27,16.4,2,108,0
1900,ENG 101,HIMS/01/13/0117,ACCOUNTANCY,200,1,2013/2014,13,26,15.6,2,66,0
1901,ENG 101,HIMS/01/13/0122,ACCOUNTANCY,200,1,2013/2014,20,47,26.8,2,46,0
1902,ENG 101,HIMS/01/13/0129,ACCOUNTANCY,200,1,2013/2014,25,65,36,2,154,0
1903,ENG 101,HIMS/01/13/0136,ACCOUNTANCY,200,1,2013/2014,23,21,17.6,2,136,0
1904,ENG 101,HIMS/01/13/0146,ACCOUNTANCY,200,1,2013/2014,24,40,25.6,2,112,0
1905,ENG 101,HIMS/01/13/0147,ACCOUNTANCY,200,1,2013/2014,23,26,19.6,2,164,0
1906,ENG 101,HIMS/01/13/0148,ACCOUNTANCY,200,1,2013/2014,13,28,16.4,2,90,0
1907,ENG 101,HIMS/01/13/0149,ACCOUNTANCY,200,1,2013/2014,28,45,29.2,2,178,0
1908,ENG 101,HIMS/01/13/0151,ACCOUNTANCY,200,1,2013/2014,27,42,27.6,2,174,0
1909,ENG 101,HIMS/01/13/0153,ACCOUNTANCY,200,1,2013/2014,20,37,22.8,2,154,0
1910,ENG 101,HIMS/01/13/0156,ACCOUNTANCY,200,1,2013/2014,23,32,22,2,134,0
1911,ENG 101,HIMS/01/13/0160,ACCOUNTANCY,200,1,2013/2014,14,19,13.2,2,108,0
1912,ENG 101,HIMS/01/13/0161,ACCOUNTANCY,200,1,2013/2014,14,20,13.6,2,126,0
1913,ENG 101,HIMS/01/13/0174,ACCOUNTANCY,200,1,2013/2014,25,52,30.8,2,120,0
1914,ENG 101,HIMS/01/13/0183,ACCOUNTANCY,200,1,2013/2014,28,42,28,2,168,0
1915,ENG 101,HIMS/01/13/0208,ACCOUNTANCY,200,1,2013/2014,19,46,26,2,142,0
1916,ENG 101,HIMS/01/13/0209,ACCOUNTANCY,200,1,2013/2014,25,43,27.2,2,122,0
1917,ENG 101,HIMS/01/13/0213,ACCOUNTANCY,200,1,2013/2014,19,39,23.2,2,92,0
1918,ENG 101,HIMS/01/13/0215,ACCOUNTANCY,200,1,2013/2014,18,39,D,2,172,0
1919,ENG 101,HIMS/01/13/0221,ACCOUNTANCY,200,1,2013/2014,24,25,19.6,2,106,0
1920,ENG 101,HIMS/01/13/0225,ACCOUNTANCY,200,1,2013/2014,17,31,19.2,2,166,0
1921,ENG 101,HIMS/01/13/0226,ACCOUNTANCY,200,1,2013/2014,19,45,25.6,2,0,0
1922,ENG 101,HIMS/01/13/0227,ACCOUNTANCY,200,1,2013/2014,13,36,19.6,2,110,0
1923,ENG 101,HIMS/01/13/0232,ACCOUNTANCY,200,1,2013/2014,9,27,14.4,2,46,0
1924,ENG 101,HIMS/01/13/0235,ACCOUNTANCY,200,1,2013/2014,21,38,23.6,2,52,0
1925,ENG 101,HIMS/01/13/0241,ACCOUNTANCY,200,1,2013/2014,,,0,2,0,0
1926,ENG 101,HIMS/01/13/0244,ACCOUNTANCY,200,1,2013/2014,17,28,18,2,134,0
1927,ENG 101,HIMS/01/13/0249,ACCOUNTANCY,200,1,2013/2014,21,41,24.8,2,126,0
1928,ENG 101,HIMS/01/13/0253,ACCOUNTANCY,200,1,2013/2014,24,32,22.4,2,92,0
1929,ENG 101,HIMS/01/13/0258,ACCOUNTANCY,200,1,2013/2014,18,39,22.8,2,186,0
1930,ENG 101,HIMS/01/13/0260,ACCOUNTANCY,200,1,2013/2014,23,26,19.6,2,112,0
1931,ENG 101,HIMS/01/13/0261,ACCOUNTANCY,200,1,2013/2014,20,37,22.8,2,182,0
1932,ENG 101,HIMS/01/13/0279,ACCOUNTANCY,200,1,2013/2014,22,17,15.6,2,106,0
1933,ENG 101,HIMS/01/13/0281,ACCOUNTANCY,200,1,2013/2014,12,22,13.6,2,84,0
1934,ENG 101,HIMS/01/13/0282,ACCOUNTANCY,200,1,2013/2014,27,43,28,2,152,0
1935,ENG 101,HIMS/01/13/0284,ACCOUNTANCY,200,1,2013/2014,18,43,24.4,2,82,0
1936,ENG 101,HIMS/01/13/0285,ACCOUNTANCY,200,1,2013/2014,15,20,14,2,148,0
1937,ENG 101,HIMS/01/13/0286,ACCOUNTANCY,200,1,2013/2014,19,57,30.4,2,124,0
1938,ENG 101,HIMS/01/13/0293,ACCOUNTANCY,200,1,2013/2014,21,29,20,2,86,0
1939,ENG 101,HIMS/01/13/0294,ACCOUNTANCY,200,1,2013/2014,20,30,20,2,118,0
1940,ENG 101,HIMS/01/13/0296,ACCOUNTANCY,200,1,2013/2014,15,26,16.4,2,142,0
1941,ENG 101,HIMS/01/13/0308,ACCOUNTANCY,200,1,2013/2014,24,35,23.6,2,124,0
1942,ENG 101,HIMS/01/13/0318,ACCOUNTANCY,200,1,2013/2014,21,45,26.4,2,182,0
1943,ENG 101,HIMS/01/13/0323,ACCOUNTANCY,200,1,2013/2014,20,39,23.6,2,142,0
1944,ENG 101,HIMS/01/13/0332,ACCOUNTANCY,200,1,2013/2014,14,35,19.6,2,140,0
1945,ENG 101,HIMS/01/13/0337,ACCOUNTANCY,200,1,2013/2014,15,16,12.4,2,76,0
1946,ENG 101,HIMS/01/13/0341,ACCOUNTANCY,200,1,2013/2014,26,44,28,2,158,0
1947,ENG 101,HIMS/01/13/0346,ACCOUNTANCY,200,1,2013/2014,21,25,18.4,2,114,0
1948,ENG 101,HIMS/01/13/0352,ACCOUNTANCY,200,1,2013/2014,23,37,24,2,104,0
1949,ENG 101,HIMS/01/13/0353,ACCOUNTANCY,200,1,2013/2014,20,31,20.4,2,82,0
1950,ENG 101,HIMS/01/13/0356,ACCOUNTANCY,200,1,2013/2014,19,43,24.8,2,114,0
1951,ENG 101,HIMS/01/13/0366,ACCOUNTANCY,200,1,2013/2014,18,37,22,2,122,0
1952,ENG 101,HIMS/01/13/0368,ACCOUNTANCY,200,1,2013/2014,22,25,18.8,2,114,0
1953,ENG 101,HIMS/01/13/0377,ACCOUNTANCY,200,1,2013/2014,24,35,23.6,2,156,0
1954,ENG 101,HIMS/01/13/0384,ACCOUNTANCY,200,1,2013/2014,23,32,22,2,178,0
1955,ENG 101,HIMS/01/13/0385,ACCOUNTANCY,200,1,2013/2014,26,47,29.2,2,118,0
1956,ENG 101,HIMS/01/13/0390,ACCOUNTANCY,200,1,2013/2014,10,,4,2,46,0
1957,ENG 101,HIMS/01/13/0392,ACCOUNTANCY,200,1,2013/2014,16,27,17.2,2,86,0
1958,ENG 101,HIMS/01/13/0395,ACCOUNTANCY,200,1,2013/2014,18,36,21.6,2,170,0
1959,ENG 101,HIMS/01/13/0406,ACCOUNTANCY,200,1,2013/2014,,,0,2,0,0
1960,ENG 101,HIMS/01/13/0412,ACCOUNTANCY,200,1,2013/2014,23,24,18.8,2,164,0
1961,ENG 101,HIMS/01/13/0414,ACCOUNTANCY,200,1,2013/2014,27,39,26.4,2,108,0
1962,ENG 101,HIMS/01/13/0417,ACCOUNTANCY,200,1,2013/2014,21,35,22.4,2,124,0
1963,ENG 101,HIMS/01/13/0421,ACCOUNTANCY,200,1,2013/2014,26,37,25.2,2,154,0
1964,ENG 101,HIMS/01/13/0435,ACCOUNTANCY,200,1,2013/2014,18,40,23.2,2,116,0
1965,ENG 101,HIMS/01/13/0436,ACCOUNTANCY,200,1,2013/2014,27,57,33.6,2,180,0
