roll,fname,matricule,departmet,levels,sex,db1,c101,c102,c103,c104,c105,c106
1087,ACY 202,HIMS/01/13/0417,ACCOUNTANCY,200,2,2013/2014,13,30,25.8,3,0,0
1088,ACY 202,HIMS/01/13/0421,ACCOUNTANCY,200,2,2013/2014,25,60,51,3,0,0
1089,ACY 202,HIMS/01/13/0435,ACCOUNTANCY,200,2,2013/2014,17,44,36.6,3,0,0
1090,ACY 202,HIMS/01/13/0436,ACCOUNTANCY,200,2,2013/2014,13,,7.8,3,0,0
1091,ACY 202,HIMS/01/13/0441,ACCOUNTANCY,200,2,2013/2014,,,0,3,0,0
1092,ACY 202,HIMS/01/13/0459,ACCOUNTANCY,200,2,2013/2014,,30,18,3,0,0
1093,ACY 202,HIMS/01/13/0466,ACCOUNTANCY,200,2,2013/2014,15,32,28.2,3,0,0
1094,ACY 202,HIMS/01/13/0467,ACCOUNTANCY,200,2,2013/2014,17,35,31.2,3,0,0
1095,ACY 202,HIMS/01/13/0469,ACCOUNTANCY,200,2,2013/2014,10,29,23.4,3,0,0
1096,ACY 202,HIMS/01/13/0470,ACCOUNTANCY,200,2,2013/2014,3,32,21,3,0,0
1097,ACY 202,HIMS/01/13/0476,ACCOUNTANCY,200,2,2013/2014,16,36,31.2,3,0,0
1098,ACY 202,HIMS/01/13/0485,ACCOUNTANCY,200,2,2013/2014,17,35,31.2,3,0,0
1099,ACY 202,HIMS/01/13/0486,ACCOUNTANCY,200,2,2013/2014,9,35,26.4,3,0,0
1100,ACY 202,HIMS/01/13/0487,ACCOUNTANCY,200,2,2013/2014,21,57,46.8,3,0,0
1101,ACY 202,HIMS/01/13/0490,ACCOUNTANCY,200,2,2013/2014,17,39,33.6,3,0,0
1102,ACY 202,HIMS/01/13/0502,ACCOUNTANCY,200,2,2013/2014,11,39,30,3,0,0
1103,ACY 202,HIMS/01/13/0004,ACCOUNTANCY,200,2,2013/2014,11,39,30,3,0,0
1104,ACY 202,HIMS/01/13/0239,ACCOUNTANCY,200,2,2013/2014,13.5,46,35.7,3,0,0
1105,ACY 202,HIMS/05/13/0461,ACCOUNTANCY,200,2,2013/2014,,,0,3,0,0
1106,ACY 202,HIMS/01/13/0462,ACCOUNTANCY,200,2,2013/2014,22,54,45.6,3,0,0
1107,ACY 202,HIMS/01/13/0478,ACCOUNTANCY,200,2,2013/2014,21,34,33,3,0,0
1108,ACY 202,HIMS/01/13/0044,ACCOUNTANCY,200,2,2013/2014,21,34,33,3,0,0
1109,ACY 202,HIMS/01/14/0503,ACCOUNTANCY,200,2,2013/2014,17.5,45,37.5,3,0,0
1110,ACY 202,HIMS/01/14/0408,ACCOUNTANCY,200,2,2013/2014,,35,21,3,0,0
1111,ACY 202,HIMS/01/14/0025,ACCOUNTANCY,200,2,2013/2014,17,33,30,3,0,0
1112,ACY 202,HIMS/01/14/0007,ACCOUNTANCY,200,2,2013/2014,,51,30.6,3,0,0
1113,ACY 202,HIMS/01/14/0505,ACCOUNTANCY,200,2,2013/2014,,11,6.6,3,0,0
1114,ACY 202,HIMS/01/13/0002,ACCOUNTANCY,200,2,2013/2014,18,49,40.2,3,0,0
1115,ACY 202,HIMS/01/14/0518,ACCOUNTANCY,200,2,2013/2014,,51,30.6,3,0,0
1116,ACY 202,HIMS/01/14/0509,ACCOUNTANCY,200,2,2013/2014,14,31,27,3,0,0
1117,ACY 202,HIMS/01/12/0512,ACCOUNTANCY,200,2,2013/2014,15,47,37.2,3,0,0
1118,ACY 202,HIMS/01/14/0522,ACCOUNTANCY,200,2,2013/2014,15,41,33.6,3,0,0
1119,ACY 202,HIMS/01/14/0524,ACCOUNTANCY,200,2,2013/2014,14,39,31.8,3,0,0
1120,ACY 202,HIMS/01/14/0525,ACCOUNTANCY,200,2,2013/2014,10,,6,3,0,0
1121,ACY 202,HIMS/02/13/0319,BANKING AND FINANCE,200,2,2013/2014,,,0,3,0,0
1122,ACY 202,HIMS/02/13/0058,BANKING AND FINANCE,200,2,2013/2014,12,23,21,3,0,0
1123,ACY 202,HIMS/04/13/0180,BANKING AND FINANCE,200,2,2013/2014,13,35,28.8,3,0,0
1124,ACY 202,HIMS/02/13/0192,BANKING AND FINANCE,200,2,2013/2014,12,35,28.2,3,0,0
1125,ACY 202,HIMS/02/13/0259,BANKING AND FINANCE,200,2,2013/2014,16,25,24.6,3,0,0
1126,ACY 202,HIMS/02/13/0263,BANKING AND FINANCE,200,2,2013/2014,,,0,3,0,0
1127,ACY 202,HIMS/02/13/0274,BANKING AND FINANCE,200,2,2013/2014,18,27,,3,0,0
1128,ACY 202,HIMS/02/13/0325,BANKING AND FINANCE,200,2,2013/2014,6,27,19.8,3,0,0
1129,ACY 202,HIMS/02/13/0336,BANKING AND FINANCE,200,2,2013/2014,15,43,,3,0,0
1130,ACY 202,HIMS/02/13/0342,BANKING AND FINANCE,200,2,2013/2014,12,33,27,3,0,0
1131,ACY 202,HIMS/02/13/0380,BANKING AND FINANCE,200,2,2013/2014,15,31,27.6,3,0,0
1132,ACY 202,HIMS/02/13/0388,BANKING AND FINANCE,200,2,2013/2014,,,F,3,0,0
1133,ACY 202,HIMS/02/13/0425,BANKING AND FINANCE,200,2,2013/2014,,,0,3,0,0
1134,ACY 202,HIMS/02/13/0012,BANKING AND FINANCE,200,2,2013/2014,13,43,33.6,3,0,0
1135,ACY 202,HIMS/02/13/0016,BANKING AND FINANCE,200,2,2013/2014,5,30,21,3,0,0
1136,ACY 202,HIMS/02/13/0019,BANKING AND FINANCE,200,2,2013/2014,11.5,39,30.3,3,0,0
1137,ACY 202,HIMS/02/13/0020,BANKING AND FINANCE,200,2,2013/2014,,37,22.2,3,0,0
1138,ACY 202,HIMS/02/13/0023,BANKING AND FINANCE,200,2,2013/2014,15,43,34.8,3,0,0
1139,ACY 202,HIMS/02/13/0037,BANKING AND FINANCE,200,2,2013/2014,12,40,31.2,3,0,0
1140,ACY 202,HIMS/02/13/0038,BANKING AND FINANCE,200,2,2013/2014,11,39,,3,0,0
1141,ACY 202,HIMS/02/13/0041,BANKING AND FINANCE,200,2,2013/2014,18,28,,3,0,0
1142,ACY 202,HIMS/02/13/0045,BANKING AND FINANCE,200,2,2013/2014,15,29,26.4,3,0,0
1143,ACY 202,HIMS/02/13/0046,BANKING AND FINANCE,200,2,2013/2014,,,0,3,0,0
1144,ACY 202,HIMS/02/13/0056,BANKING AND FINANCE,200,2,2013/2014,11.5,36,28.5,3,0,0
1145,ACY 202,HIMS/02/13/0569,BANKING AND FINANCE,200,2,2013/2014,4,,2.4,3,0,0
1146,ACY 202,HIMS/02/13/0060,BANKING AND FINANCE,200,2,2013/2014,11,25,21.6,3,0,0
1147,ACY 202,HIMS/02/13/0063,BANKING AND FINANCE,200,2,2013/2014,18,27,27,3,0,0
1148,ACY 202,HIMS/02/13/0064,BANKING AND FINANCE,200,2,2013/2014,8,29,22.2,3,0,0
1149,ACY 202,HIMS/02/13/0070,BANKING AND FINANCE,200,2,2013/2014,10,33,25.8,3,0,0
1150,ACY 202,HIMS/02/13/0072,BANKING AND FINANCE,200,2,2013/2014,15,39,32.4,3,0,0
1151,ACY 202,HIMS/02/13/0076,BANKING AND FINANCE,200,2,2013/2014,15,40,33,3,0,0
1152,ACY 202,HIMS/02/13/0083,BANKING AND FINANCE,200,2,2013/2014,17,32,29.4,3,0,0
1153,ACY 202,HIMS/02/13/0090,BANKING AND FINANCE,200,2,2013/2014,,,0,3,0,0
1154,ACY 202,HIMS/02/13/0091,BANKING AND FINANCE,200,2,2013/2014,,,0,3,0,0
1155,ACY 202,HIMS/02/13/0095,BANKING AND FINANCE,200,2,2013/2014,,,0,3,0,0
1156,ACY 202,HIMS/02/13/0101,BANKING AND FINANCE,200,2,2013/2014,7.5,33,24.3,3,0,0
1157,ACY 202,HIMS/02/13/0102,BANKING AND FINANCE,200,2,2013/2014,17,28,27,3,0,0
1158,ACY 202,HIMS/02/13/0103,BANKING AND FINANCE,200,2,2013/2014,20,45,39,3,0,0
1159,ACY 202,HIMS/02/13/0118,BANKING AND FINANCE,200,2,2013/2014,15,49,38.4,3,0,0
1160,ACY 202,HIMS/02/13/0120,BANKING AND FINANCE,200,2,2013/2014,19,42,36.6,3,0,0
1161,ACY 202,HIMS/02/13/0121,BANKING AND FINANCE,200,2,2013/2014,10,33,25.8,3,0,0
1162,ACY 202,HIMS/02/13/0124,BANKING AND FINANCE,200,2,2013/2014,17,27,26.4,3,0,0
1163,ACY 202,HIMS/02/13/0126,BANKING AND FINANCE,200,2,2013/2014,10,40,30,3,0,0
1164,ACY 202,HIMS/02/13/0128,BANKING AND FINANCE,200,2,2013/2014,15,32,28.2,3,0,0
1165,ACY 202,HIMS/02/13/0130,BANKING AND FINANCE,200,2,2013/2014,5,33,22.8,3,0,0
1166,ACY 202,HIMS/02/13/0132,BANKING AND FINANCE,200,2,2013/2014,,,0,3,0,0
1167,ACY 202,HIMS/02/13/0140,BANKING AND FINANCE,200,2,2013/2014,12,33,27,3,0,0
1168,ACY 202,HIMS/02/13/0145,BANKING AND FINANCE,200,2,2013/2014,,28,16.8,3,0,0
1169,ACY 202,HIMS/02/13/0150,BANKING AND FINANCE,200,2,2013/2014,19,38,34.2,3,0,0
1170,ACY 202,HIMS/02/13/0154,BANKING AND FINANCE,200,2,2013/2014,7,37,,3,0,0
1171,ACY 202,HIMS/02/13/0163,BANKING AND FINANCE,200,2,2013/2014,10,25,21,3,0,0
1172,ACY 202,HIMS/02/13/0166,BANKING AND FINANCE,200,2,2013/2014,,,0,3,0,0
1173,ACY 202,HIMS/02/13/0169,BANKING AND FINANCE,200,2,2013/2014,17,28,27,3,0,0
1174,ACY 202,HIMS/02/13/0172,BANKING AND FINANCE,200,2,2013/2014,12,39,30.6,3,0,0
1175,ACY 202,HIMS/02/13/0173,BANKING AND FINANCE,200,2,2013/2014,,,0,3,0,0
1176,ACY 202,HIMS/02/13/0187,BANKING AND FINANCE,200,2,2013/2014,12,25,22.2,3,0,0
1177,ACY 202,HIMS/02/13/0190,BANKING AND FINANCE,200,2,2013/2014,19,29,28.8,3,0,0
1178,ACY 202,HIMS/02/13/0194,BANKING AND FINANCE,200,2,2013/2014,7.5,31,23.1,3,0,0
1179,ACY 202,HIMS/02/13/0196,BANKING AND FINANCE,200,2,2013/2014,15,36,30.6,3,0,0
1180,ACY 202,HIMS/02/13/0198,BANKING AND FINANCE,200,2,2013/2014,15,36,30.6,3,0,0
1181,ACY 202,HIMS/02/13/0200,BANKING AND FINANCE,200,2,2013/2014,15,41,33.6,3,0,0
1182,ACY 202,HIMS/02/13/0202,BANKING AND FINANCE,200,2,2013/2014,10,25,21,3,0,0
1183,ACY 202,HIMS/02/13/0211,BANKING AND FINANCE,200,2,2013/2014,,,0,3,0,0
1184,ACY 202,HIMS/02/13/0214,BANKING AND FINANCE,200,2,2013/2014,10,31,24.6,3,0,0
1185,ACY 202,HIMS/02/13/0216,BANKING AND FINANCE,200,2,2013/2014,,,0,3,0,0
1186,ACY 202,HIMS/02/13/0217,BANKING AND FINANCE,200,2,2013/2014,11,34,27,3,0,0
1187,ACY 202,HIMS/02/13/0222,BANKING AND FINANCE,200,2,2013/2014,13,37,30,3,0,0
1188,ACY 202,HIMS/02/13/0228,BANKING AND FINANCE,200,2,2013/2014,,,0,3,0,0
1189,ACY 202,HIMS/02/13/0234,BANKING AND FINANCE,200,2,2013/2014,16,45,36.6,3,0,0
1190,ACY 202,HIMS/02/13/0237,BANKING AND FINANCE,200,2,2013/2014,9,24,19.8,3,0,0
1191,ACY 202,HIMS/02/13/0246,BANKING AND FINANCE,200,2,2013/2014,15,36,30.6,3,0,0
1192,ACY 202,HIMS/02/13/0248,BANKING AND FINANCE,200,2,2013/2014,11,37,28.8,3,0,0
1193,ACY 202,HIMS/02/13/0252,BANKING AND FINANCE,200,2,2013/2014,15,32,28.2,3,0,0
1194,ACY 202,HIMS/02/13/0254,BANKING AND FINANCE,200,2,2013/2014,12,35,28.2,3,0,0
1195,ACY 202,HIMS/02/13/0255,BANKING AND FINANCE,200,2,2013/2014,13,36,29.4,3,0,0
1196,ACY 202,HIMS/02/13/0266,BANKING AND FINANCE,200,2,2013/2014,6,,3.6,3,0,0
1197,ACY 202,HIMS/02/13/0269,BANKING AND FINANCE,200,2,2013/2014,22,,13.2,3,0,0
1198,ACY 202,HIMS/02/13/0270,BANKING AND FINANCE,200,2,2013/2014,18,44,37.2,3,0,0
1199,ACY 202,HIMS/02/13/0277,BANKING AND FINANCE,200,2,2013/2014,8,38,27.6,3,0,0
1200,ACY 202,HIMS/02/13/0280,BANKING AND FINANCE,200,2,2013/2014,17,33,30,3,0,0
1201,ACY 202,HIMS/02/13/0289,BANKING AND FINANCE,200,2,2013/2014,,,0,3,0,0
1202,ACY 202,HIMS/02/13/0292,BANKING AND FINANCE,200,2,2013/2014,,,0,3,0,0
1203,ACY 202,HIMS/02/13/0298,BANKING AND FINANCE,200,2,2013/2014,12,34,27.6,3,0,0
1204,ACY 202,HIMS/02/13/0302,BANKING AND FINANCE,200,2,2013/2014,4,26,18,3,0,0
1205,ACY 202,HIMS/02/13/0303,BANKING AND FINANCE,200,2,2013/2014,18,45,37.8,3,0,0
1206,ACY 202,HIMS/02/13/0304,BANKING AND FINANCE,200,2,2013/2014,15,34,29.4,3,0,0
1207,ACY 202,HIMS/02/13/0305,BANKING AND FINANCE,200,2,2013/2014,16,43,35.4,3,0,0
1208,ACY 202,HIMS/02/13/0313,BANKING AND FINANCE,200,2,2013/2014,16,,9.6,3,0,0
1209,ACY 202,HIMS/02/13/0322,BANKING AND FINANCE,200,2,2013/2014,16,38,32.4,3,0,0
1210,ACY 202,HIMS/02/13/0334,BANKING AND FINANCE,200,2,2013/2014,,,0,3,0,0
1211,ACY 202,HIMS/02/13/0343,BANKING AND FINANCE,200,2,2013/2014,16,39,33,3,0,0
1212,ACY 202,HIMS/02/13/0348,BANKING AND FINANCE,200,2,2013/2014,,,0,3,0,0
1213,ACY 202,HIMS/02/13/0355,BANKING AND FINANCE,200,2,2013/2014,15,46,36.6,3,0,0
1214,ACY 202,HIMS/02/13/0359,BANKING AND FINANCE,200,2,2013/2014,5,,3,3,0,0
1215,ACY 202,HIMS/02/13/0367,BANKING AND FINANCE,200,2,2013/2014,12,41,31.8,3,0,0
1216,ACY 202,HIMS/02/13/0371,BANKING AND FINANCE,200,2,2013/2014,5.5,26,18.9,3,0,0
1217,ACY 202,HIMS/02/13/0372,BANKING AND FINANCE,200,2,2013/2014,16,,9.6,3,0,0
1218,ACY 202,HIMS/02/13/0376,BANKING AND FINANCE,200,2,2013/2014,,,0,3,0,0
1219,ACY 202,HIMS/02/13/0394,BANKING AND FINANCE,200,2,2013/2014,19,,11.4,3,0,0
1220,ACY 202,HIMS/02/13/0400,BANKING AND FINANCE,200,2,2013/2014,,,0,3,0,0
1221,ACY 202,HIMS/02/13/0401,BANKING AND FINANCE,200,2,2013/2014,15,38,31.8,3,0,0
1222,ACY 202,HIMS/02/13/0402,BANKING AND FINANCE,200,2,2013/2014,15,43,34.8,3,0,0
1223,ACY 202,HIMS/02/13/0403,BANKING AND FINANCE,200,2,2013/2014,15,33,28.8,3,0,0
1224,ACY 202,HIMS/02/13/0416,BANKING AND FINANCE,200,2,2013/2014,12,38,30,3,0,0
1225,ACY 202,HIMS/02/13/0418,BANKING AND FINANCE,200,2,2013/2014,17.5,44,36.9,3,0,0
1226,ACY 202,HIMS/02/13/0420,BANKING AND FINANCE,200,2,2013/2014,10,30,24,3,0,0
1227,ACY 202,HIMS/02/13/0423,BANKING AND FINANCE,200,2,2013/2014,15,41,33.6,3,0,0
1228,ACY 202,HIMS/02/13/0430,BANKING AND FINANCE,200,2,2013/2014,16,32,28.8,3,0,0
1229,ACY 202,HIMS/02/13/0437,BANKING AND FINANCE,200,2,2013/2014,15,36,30.6,3,0,0
1230,ACY 202,HIMS/02/13/0446,BANKING AND FINANCE,200,2,2013/2014,12,37,29.4,3,0,0
1231,ACY 202,HIMS/02/13/0447,BANKING AND FINANCE,200,2,2013/2014,,28,16.8,3,0,0
1232,ACY 202,HIMS/02/13/0448,BANKING AND FINANCE,200,2,2013/2014,15,46,36.6,3,0,0
1233,ACY 202,HIMS/02/13/0455,BANKING AND FINANCE,200,2,2013/2014,18,31,29.4,3,0,0
1234,ACY 202,HIMS/02/13/0463,BANKING AND FINANCE,200,2,2013/2014,19,37,33.6,3,0,0
1235,ACY 202,HIMS/02/13/0471,BANKING AND FINANCE,200,2,2013/2014,,,0,3,0,0
1236,ACY 202,HIMS/02/13/0472,BANKING AND FINANCE,200,2,2013/2014,8,41,29.4,3,0,0
1237,ACY 202,HIMS/02/13/0474,BANKING AND FINANCE,200,2,2013/2014,13,44,34.2,3,0,0
1238,ACY 202,HIMS/02/13/0479,BANKING AND FINANCE,200,2,2013/2014,,,0,3,0,0
1239,ACY 202,HIMS/02/13/0483,BANKING AND FINANCE,200,2,2013/2014,,,0,3,0,0
1240,ACY 202,HIMS/02/13/0504,BANKING AND FINANCE,200,2,2013/2014,16,40,,3,0,0
1241,ACY 202,HIMS/02/13/0278,BANKING AND FINANCE,200,2,2013/2014,10,29,23.4,3,0,0
1242,ACY 202,HIMS/02/13/0345,BANKING AND FINANCE,200,2,2013/2014,17,31,28.8,3,0,0
1243,ACY 202,HIMS/02/13/0408,BANKING AND FINANCE,200,2,2013/2014,,,0,3,0,0
1244,ACY 202,HIMS/02/13/0488,BANKING AND FINANCE,200,2,2013/2014,8,,4.8,3,0,0
1245,ACY 202,HIMS/02/13/0035,BANKING AND FINANCE,200,2,2013/2014,,29,17.4,3,0,0
1246,ACY 202,HIMS/02/13/0387,BANKING AND FINANCE,200,2,2013/2014,16,32,28.8,3,0,0
1247,ACY 202,HIMS/02/13/0206,BANKING AND FINANCE,200,2,2013/2014,18,40,34.8,3,0,0
1248,ACY 202,HIMS/02/13/0226,BANKING AND FINANCE,200,2,2013/2014,18,29,28.2,3,0,0
1249,ACY 202,HIMS/02/13/0113,BANKING AND FINANCE,200,2,2013/2014,10,33,0,3,0,0
1250,ACY 202,HIMS/02/13/517,BANKING AND FINANCE,200,2,2013/2014,15,36,30.6,3,0,0
1251,ACY 202,HIMS/02/13/0511,BANKING AND FINANCE,200,2,2013/2014,15,40,33,3,0,0
1252,ACY 202,HIMS/02/13/0458,BANKING AND FINANCE,200,2,2013/2014,,,0,3,0,0
1253,ACY 202,HIMS/02/13/0256,BANKING AND FINANCE,200,2,2013/2014,15,47,37.2,3,0,0
1254,ACY 202,HIMS/02/13/0340,BANKING AND FINANCE,200,2,2013/2014,3,27,18,3,0,0
1255,ACY 202,HIMS/02/13/0113,BANKING AND FINANCE,200,2,2013/2014,,,0,3,0,0
1256,ACY 202,HIMS/02/13/0099,BANKING AND FINANCE,200,2,2013/2014,10,40,30,3,0,0
1257,ACY 202,HIMS/02/13/0016,BANKING AND FINANCE,200,3,2013/2014,5,39,26.4,3,,
1258,ACY 202,HIMS/02/13/0019,BANKING AND FINANCE,200,,2013/2014,11.5,Validated,,,,
1259,ACY 202,HIMS/02/13/0023,BANKING AND FINANCE,200,,2013/2014,15,Validated,,,,
1260,ACY 202,HIMS/02/13/0035,BANKING AND FINANCE,200,3,2013/2014,,,0,3,,
1261,ACY 202,HIMS/02/13/0038,BANKING AND FINANCE,200,,2013/2014,11,Validated,,,,
1262,ACY 202,HIMS/02/13/0041,BANKING AND FINANCE,200,3,2013/2014,18,55,43.8,3,,
1263,ACY 202,HIMS/02/13/0045,BANKING AND FINANCE,200,3,2013/2014,15,41,33.6,3,,
1264,ACY 202,HIMS/02/13/0046,BANKING AND FINANCE,200,Not Eligible,2013/2014,,Not Eligible,,,,
1265,ACY 202,HIMS/02/13/0056,BANKING AND FINANCE,200,3,2013/2014,11.5,43,32.7,3,,
1266,ACY 202,HIMS/02/13/0058,BANKING AND FINANCE,200,3,2013/2014,12,63,45,3,,
1267,ACY 202,HIMS/02/13/0064,BANKING AND FINANCE,200,3,2013/2014,8,43,30.6,3,,
1268,ACY 202,HIMS/02/13/0070,BANKING AND FINANCE,200,3,2013/2014,10,39,29.4,3,,
1269,ACY 202,HIMS/02/13/0076,BANKING AND FINANCE,200,,2013/2014,15,Validated,,,,
1270,ACY 202,HIMS/02/13/0083,BANKING AND FINANCE,200,3,2013/2014,17,49,39.6,3,,
1271,ACY 202,HIMS/02/13/0102,BANKING AND FINANCE,200,3,2013/2014,17,30,28.2,3,,
1272,ACY 202,HIMS/02/13/0103,BANKING AND FINANCE,200,,2013/2014,20,Validated,,,,
1273,ACY 202,HIMS/02/13/0113,BANKING AND FINANCE,200,3,2013/2014,10,51,36.6,3,,
1274,ACY 202,HIMS/02/13/0113,BANKING AND FINANCE,200,3,2013/2014,10,51,36.6,3,,
1275,ACY 202,HIMS/02/13/0120,BANKING AND FINANCE,200,,2013/2014,19,Validated,,,,
1276,ACY 202,HIMS/02/13/0121,BANKING AND FINANCE,200,3,2013/2014,10,45,33,3,,
1277,ACY 202,HIMS/02/13/0124,BANKING AND FINANCE,200,3,2013/2014,17,43,36,3,,
1278,ACY 202,HIMS/02/13/0128,BANKING AND FINANCE,200,3,2013/2014,15,45,36,3,,
1279,ACY 202,HIMS/02/13/0130,BANKING AND FINANCE,200,3,2013/2014,5,35,24,3,,
1280,ACY 202,HIMS/02/13/0150,BANKING AND FINANCE,200,,2013/2014,19,Validated,,,,
1281,ACY 202,HIMS/02/13/0154,BANKING AND FINANCE,200,3,2013/2014,7,53,36,3,,
1282,ACY 202,HIMS/02/13/0163,BANKING AND FINANCE,200,3,2013/2014,10,35,27,3,,
1283,ACY 202,HIMS/02/13/0187,BANKING AND FINANCE,200,3,2013/2014,12,45,34.2,3,,
1284,ACY 202,HIMS/02/13/0190,BANKING AND FINANCE,200,3,2013/2014,19,53,43.2,3,,
1285,ACY 202,HIMS/02/13/0192,BANKING AND FINANCE,200,3,2013/2014,12,41,31.8,3,,
1286,ACY 202,HIMS/02/13/0194,BANKING AND FINANCE,200,3,2013/2014,7.5,35,25.5,3,,
1287,ACY 202,HIMS/02/13/0196,BANKING AND FINANCE,200,,2013/2014,15,Validated,,,,
1288,ACY 202,HIMS/02/13/0198,BANKING AND FINANCE,200,,2013/2014,15,Validated,,,,
1289,ACY 202,HIMS/02/13/0200,BANKING AND FINANCE,200,,2013/2014,15,Validated,,,,
1290,ACY 202,HIMS/02/13/0202,BANKING AND FINANCE,200,3,2013/2014,10,47,34.2,3,,
1291,ACY 202,HIMS/02/13/0206,BANKING AND FINANCE,200,,2013/2014,18,Validated,,,,
1292,ACY 202,HIMS/02/13/0214,BANKING AND FINANCE,200,3,2013/2014,10,43,31.8,3,,
1293,ACY 202,HIMS/02/13/0222,BANKING AND FINANCE,200,,2013/2014,13,Validated,,,,
1294,ACY 202,HIMS/02/13/0226,BANKING AND FINANCE,200,3,2013/2014,18,,10.8,3,,
1295,ACY 202,HIMS/02/13/0234,BANKING AND FINANCE,200,,2013/2014,16,Validated,,,,
1296,ACY 202,HIMS/02/13/0254,BANKING AND FINANCE,200,3,2013/2014,12,,7.2,3,,
1297,ACY 202,HIMS/02/13/0256,BANKING AND FINANCE,200,,2013/2014,15,Validated,,,,
1298,ACY 202,HIMS/02/13/0259,BANKING AND FINANCE,200,3,2013/2014,16,,9.6,3,,
1299,ACY 202,HIMS/02/13/0269,BANKING AND FINANCE,200,3,2013/2014,22,,13.2,3,,
1300,ACY 202,HIMS/02/13/0270,BANKING AND FINANCE,200,,2013/2014,18,Validated,,,,
1301,ACY 202,HIMS/02/13/0274,BANKING AND FINANCE,200,3,2013/2014,18,43,36.6,3,,
1302,ACY 202,HIMS/02/13/0277,BANKING AND FINANCE,200,3,2013/2014,8,51,35.4,3,,
1303,ACY 202,HIMS/02/13/0280,BANKING AND FINANCE,200,,2013/2014,17,Validated,,,,
1304,ACY 202,HIMS/02/13/0289,BANKING AND FINANCE,200,Not Eligible,2013/2014,,Not Eligible,,,,
1305,ACY 202,HIMS/02/13/0298,BANKING AND FINANCE,200,3,2013/2014,12,41,31.8,3,,
1306,ACY 202,HIMS/02/13/0303,BANKING AND FINANCE,200,,2013/2014,18,Validated,,,,
1307,ACY 202,HIMS/02/13/0322,BANKING AND FINANCE,200,,2013/2014,16,Validated,,,,
1308,ACY 202,HIMS/02/13/0325,BANKING AND FINANCE,200,3,2013/2014,6,41,28.2,3,,
1309,ACY 202,HIMS/02/13/0340,BANKING AND FINANCE,200,3,2013/2014,3,31,20.4,3,,
1310,ACY 202,HIMS/02/13/0342,BANKING AND FINANCE,200,3,2013/2014,12,43,33,3,,
1311,ACY 202,HIMS/02/13/0355,BANKING AND FINANCE,200,,2013/2014,15,Validated,,,,
1312,ACY 202,HIMS/02/13/0367,BANKING AND FINANCE,200,,2013/2014,12,Validated,,,,
1313,ACY 202,HIMS/02/13/0371,BANKING AND FINANCE,200,3,2013/2014,5.5,45,30.3,3,,
1314,ACY 202,HIMS/02/13/0376,BANKING AND FINANCE,200,Not Eligible,2013/2014,,Not Eligible,,,,
1315,ACY 202,HIMS/02/13/0380,BANKING AND FINANCE,200,3,2013/2014,15,55,42,3,,
1316,ACY 202,HIMS/02/13/0394,BANKING AND FINANCE,200,3,2013/2014,19,43,37.2,3,,
1317,ACY 202,HIMS/02/13/0402,BANKING AND FINANCE,200,,2013/2014,15,Validated,,,,
1318,ACY 202,HIMS/02/13/0416,BANKING AND FINANCE,200,,2013/2014,12,Validated,,,,
1319,ACY 202,HIMS/02/13/0418,BANKING AND FINANCE,200,,2013/2014,17.5,Validated,,,,
1320,ACY 202,HIMS/02/13/0420,BANKING AND FINANCE,200,3,2013/2014,10,47,34.2,3,,
1321,ACY 202,HIMS/02/13/0423,BANKING AND FINANCE,200,,2013/2014,15,Validated,,,,
1322,ACY 202,HIMS/02/13/0430,BANKING AND FINANCE,200,3,2013/2014,16,49,39,3,,
1323,ACY 202,HIMS/02/13/0437,BANKING AND FINANCE,200,,2013/2014,15,Validated,,,,
1324,ACY 202,HIMS/02/13/0446,BANKING AND FINANCE,200,3,2013/2014,12,45,34.2,3,,
1325,ACY 202,HIMS/02/13/0472,BANKING AND FINANCE,200,3,2013/2014,8,43,30.6,3,,
1326,ACY 202,HIMS/02/13/0474,BANKING AND FINANCE,200,,2013/2014,13,Validated,,,,
1327,ACY 202,HIMS/02/13/0479,BANKING AND FINANCE,200,Not Eligible,2013/2014,,Not Eligible,,,,
1328,ACY 202,HIMS/02/13/0488,BANKING AND FINANCE,200,3,2013/2014,8,41,29.4,3,,
1329,ACY 202,HIMS/02/13/0504,BANKING AND FINANCE,200,,2013/2014,16,Validated,,,,
1330,ACY 202,HIMS/02/13/0511,BANKING AND FINANCE,200,,2013/2014,15,Validated,,,,
1331,ACY 202,HIMS/02/13/517,BANKING AND FINANCE,200,,2013/2014,15,Validated,,,,
1332,ACY 202,HIMS/04/13/0180,BANKING AND FINANCE,200,3,2013/2014,13,18,18.6,3,,
1333,ACY 202,HIMS/01/12/0512,ACCOUNTANCY,200,,2013/2014,15,Validated,,,,
1334,ACY 202,HIMS/01/13/0002,ACCOUNTANCY,200,,2013/2014,18,Validated,,,,
1335,ACY 202,HIMS/01/13/0004,ACCOUNTANCY,200,,2013/2014,11,Validated,,,,
1336,ACY 202,HIMS/01/13/0005,ACCOUNTANCY,200,,2013/2014,15,Validated,,,,
1337,ACY 202,HIMS/01/13/0015,ACCOUNTANCY,200,3,2013/2014,15,60,45,3,,
1338,ACY 202,HIMS/01/13/0030,ACCOUNTANCY,200,,2013/2014,9,Validated,,,,
1339,ACY 202,HIMS/01/13/0044,ACCOUNTANCY,200,,2013/2014,21,Validated,,,,
1340,ACY 202,HIMS/01/13/0051,ACCOUNTANCY,200,,2013/2014,16,Validated,,,,
